,strain,pool
1252,leaf_9071,test
1253,leaf_17822,test
1254,leaf_4147,test
1255,leaf_11346,test
1256,leaf_17131,test
1257,leaf_20145,test
1258,leaf_1023,test
1259,leaf_14367,test
1260,leaf_21854,test
1261,leaf_4673,test
1262,leaf_6706,test
1263,leaf_11247,test
1264,leaf_9990,test
1265,leaf_6804,test
1266,leaf_3196,test
1267,leaf_14964,test
1268,leaf_9288,test
1269,leaf_13469,test
1270,leaf_16153,test
1271,leaf_1509,test
1272,leaf_2202,test
1273,leaf_20978,test
1274,leaf_19892,test
1275,leaf_3865,test
1276,leaf_2754,test
1277,leaf_7035,test
1278,leaf_3421,test
1279,leaf_22103,test
1280,leaf_4011,test
1281,leaf_13971,test
1282,leaf_9197,test
1283,leaf_12193,test
1284,leaf_20618,test
1285,leaf_3924,test
1286,leaf_9960,test
1287,leaf_16427,test
1288,leaf_22299,test
1289,leaf_4884,test
1290,leaf_3629,test
1291,leaf_12593,test
1292,leaf_2094,test
1293,leaf_12870,test
1294,leaf_991,test
1295,leaf_12595,test
1296,leaf_20538,test
1297,leaf_7488,test
1298,leaf_18967,test
1299,leaf_13733,test
1300,leaf_8430,test
1301,leaf_11571,test
1302,leaf_1758,test
1303,leaf_16604,test
1304,leaf_1174,test
1305,leaf_21473,test
1306,leaf_12249,test
1307,leaf_22663,test
1308,leaf_20749,test
1309,leaf_16735,test
1310,leaf_127,test
1311,leaf_11385,test
1312,leaf_3904,test
1313,leaf_16859,test
1314,leaf_16938,test
1315,leaf_1158,test
1316,leaf_12637,test
1317,leaf_6111,test
1318,leaf_5454,test
1319,leaf_13119,test
1320,leaf_15191,test
1321,leaf_17927,test
1322,leaf_5442,test
1323,leaf_2594,test
1324,leaf_16703,test
1325,leaf_10383,test
1326,leaf_4153,test
1327,leaf_8909,test
1328,leaf_18282,test
1329,leaf_16440,test
1330,leaf_14432,test
1331,leaf_14943,test
1332,leaf_21632,test
1333,leaf_7018,test
1334,leaf_14481,test
1335,leaf_14820,test
1336,leaf_4634,test
1337,leaf_5872,test
1338,leaf_5903,test
1339,leaf_7474,test
1340,leaf_15379,test
1341,leaf_4997,test
1342,leaf_16662,test
1343,leaf_19274,test
1344,leaf_14405,test
1345,leaf_13811,test
1346,leaf_11902,test
1347,leaf_548,test
1348,leaf_2017,test
1349,leaf_8781,test
1350,leaf_6605,test
1351,leaf_17543,test
1352,leaf_2724,test
1353,leaf_13143,test
1354,leaf_2978,test
1355,leaf_3200,test
1356,leaf_10110,test
1357,leaf_11789,test
1358,leaf_19995,test
1359,leaf_1079,test
1360,leaf_14900,test
1361,leaf_15088,test
1362,leaf_6822,test
1363,leaf_9266,test
1364,leaf_5278,test
1365,leaf_19905,test
1366,leaf_10022,test
1367,leaf_907,test
1368,leaf_3120,test
1369,leaf_17915,test
1370,leaf_22927,test
1371,leaf_5652,test
1372,leaf_18056,test
1373,leaf_6613,test
1374,leaf_3071,test
1375,leaf_3643,test
1376,leaf_16758,test
1377,leaf_15004,test
1378,leaf_19437,test
1379,leaf_10934,test
1380,leaf_22529,test
1381,leaf_21949,test
1382,leaf_16006,test
1383,leaf_8957,test
1384,leaf_9497,test
1385,leaf_18507,test
1386,leaf_15739,test
1387,leaf_2186,test
1388,leaf_3622,test
1389,leaf_9508,test
1390,leaf_16288,test
1391,leaf_16315,test
1392,leaf_22624,test
1393,leaf_1864,test
1394,leaf_20445,test
1395,leaf_17627,test
1396,leaf_22219,test
1397,leaf_20183,test
1398,leaf_6321,test
1399,leaf_15306,test
1400,leaf_18171,test
1401,leaf_8711,test
1402,leaf_15033,test
1403,leaf_22574,test
1404,leaf_22336,test
1405,leaf_18830,test
1406,leaf_468,test
1407,leaf_20478,test
1408,leaf_9536,test
1409,leaf_8940,test
1410,leaf_22141,test
1411,leaf_11957,test
1412,leaf_18150,test
1413,leaf_8797,test
1414,leaf_13204,test
1415,leaf_18767,test
1416,leaf_9615,test
1417,leaf_16520,test
1418,leaf_7477,test
1419,leaf_8327,test
1420,leaf_11235,test
1421,leaf_21129,test
1422,leaf_3331,test
1423,leaf_14813,test
1424,leaf_8943,test
1425,leaf_13440,test
1426,leaf_10339,test
1427,leaf_4790,test
1428,leaf_12787,test
1429,leaf_11214,test
1430,leaf_7254,test
1431,leaf_12822,test
1432,leaf_9894,test
1433,leaf_1500,test
1434,leaf_227,test
1435,leaf_18841,test
1436,leaf_15131,test
1437,leaf_14707,test
1438,leaf_6922,test
1439,leaf_20166,test
1440,leaf_16271,test
1441,leaf_2476,test
1442,leaf_19829,test
1443,leaf_20997,test
1444,leaf_9219,test
1445,leaf_12198,test
1446,leaf_11603,test
1447,leaf_9873,test
1448,leaf_13209,test
1449,leaf_1640,test
1450,leaf_6866,test
1451,leaf_21281,test
1452,leaf_1459,test
1453,leaf_14206,test
1454,leaf_9320,test
1455,leaf_5744,test
1456,leaf_1336,test
1457,leaf_11747,test
1458,leaf_2555,test
1459,leaf_20032,test
1460,leaf_16573,test
1461,leaf_2721,test
1462,leaf_16094,test
1463,leaf_17599,test
1464,leaf_10356,test
1465,leaf_12118,test
1466,leaf_2312,test
1467,leaf_5563,test
1468,leaf_16933,test
1469,leaf_11464,test
1470,leaf_21693,test
1471,leaf_5889,test
1472,leaf_9747,test
1473,leaf_21211,test
1474,leaf_17333,test
1475,leaf_20831,test
1476,leaf_6930,test
1477,leaf_1487,test
1478,leaf_1227,test
1479,leaf_7321,test
1480,leaf_16474,test
1481,leaf_7194,test
1482,leaf_15786,test
1483,leaf_8916,test
1484,leaf_15196,test
1485,leaf_19014,test
1486,leaf_16680,test
1487,leaf_22169,test
1488,leaf_873,test
1489,leaf_1409,test
1490,leaf_6766,test
1491,leaf_5638,test
1492,leaf_1785,test
1493,leaf_19089,test
1494,leaf_1796,test
1495,leaf_21332,test
1496,leaf_23039,test
1497,leaf_13918,test
1498,leaf_15091,test
1499,leaf_16239,test
1500,leaf_7811,test
1501,leaf_17981,test
1502,leaf_11788,test
1503,leaf_23073,test
1504,leaf_6435,test
1505,leaf_9666,test
1506,leaf_6374,test
1507,leaf_17166,test
1508,leaf_12850,test
1509,leaf_7541,test
1510,leaf_5634,test
1511,leaf_17896,test
1512,leaf_13261,test
1513,leaf_1260,test
1514,leaf_2332,test
1515,leaf_22752,test
1516,leaf_21155,test
1517,leaf_17056,test
1518,leaf_8020,test
1519,leaf_3334,test
1520,leaf_12116,test
1521,leaf_5982,test
1522,leaf_4010,test
1523,leaf_7797,test
1524,leaf_3155,test
1525,leaf_9074,test
1526,leaf_10549,test
1527,leaf_6789,test
1528,leaf_21794,test
1529,leaf_22756,test
1530,leaf_13128,test
1531,leaf_19634,test
1532,leaf_4977,test
1533,leaf_11319,test
1534,leaf_1137,test
1535,leaf_13268,test
1536,leaf_13087,test
1537,leaf_915,test
1538,leaf_147,test
1539,leaf_11554,test
1540,leaf_12646,test
1541,leaf_12268,test
1542,leaf_10319,test
1543,leaf_12572,test
1544,leaf_9371,test
1545,leaf_697,test
1546,leaf_1307,test
1547,leaf_8237,test
1548,leaf_23044,test
1549,leaf_5346,test
1550,leaf_21041,test
1551,leaf_15473,test
1552,leaf_8377,test
1553,leaf_15783,test
1554,leaf_12803,test
1555,leaf_16331,test
1556,leaf_21463,test
1557,leaf_17694,test
1558,leaf_15854,test
1559,leaf_14500,test
1560,leaf_5476,test
1561,leaf_19527,test
1562,leaf_11581,test
1563,leaf_5547,test
1564,leaf_10340,test
1565,leaf_22452,test
1566,leaf_8814,test
1567,leaf_11540,test
1568,leaf_7062,test
1569,leaf_9237,test
1570,leaf_17379,test
1571,leaf_22433,test
1572,leaf_4259,test
1573,leaf_6090,test
1574,leaf_5235,test
1575,leaf_20123,test
1576,leaf_13341,test
1577,leaf_1992,test
1578,leaf_4540,test
1579,leaf_7453,test
1580,leaf_2513,test
1581,leaf_2419,test
1582,leaf_6034,test
1583,leaf_19040,test
1584,leaf_16699,test
1585,leaf_3435,test
1586,leaf_18496,test
1587,leaf_10649,test
1588,leaf_21445,test
1589,leaf_2172,test
1590,leaf_17554,test
1591,leaf_16501,test
1592,leaf_10558,test
1593,leaf_21651,test
1594,leaf_2246,test
1595,leaf_7329,test
1596,leaf_17864,test
1597,leaf_8461,test
1598,leaf_10369,test
1599,leaf_19351,test
1600,leaf_3268,test
1601,leaf_15188,test
1602,leaf_4403,test
1603,leaf_6955,test
1604,leaf_17307,test
1605,leaf_22520,test
1606,leaf_10475,test
1607,leaf_14784,test
1608,leaf_6708,test
1609,leaf_4842,test
1610,leaf_2533,test
1611,leaf_12111,test
1612,leaf_17107,test
1613,leaf_12079,test
1614,leaf_322,test
1615,leaf_17838,test
1616,leaf_19736,test
1617,leaf_1578,test
1618,leaf_3279,test
1619,leaf_17925,test
1620,leaf_17061,test
1621,leaf_20255,test
1622,leaf_21434,test
1623,leaf_6387,test
1624,leaf_8026,test
1625,leaf_368,test
1626,leaf_10314,test
1627,leaf_18511,test
1628,leaf_7225,test
1629,leaf_11559,test
1630,leaf_879,test
1631,leaf_16128,test
1632,leaf_10998,test
1633,leaf_19045,test
1634,leaf_22814,test
1635,leaf_5122,test
1636,leaf_14619,test
1637,leaf_3344,test
1638,leaf_11655,test
1639,leaf_5875,test
1640,leaf_12855,test
1641,leaf_10329,test
1642,leaf_21820,test
1643,leaf_16458,test
1644,leaf_22181,test
1645,leaf_15102,test
1646,leaf_3242,test
1647,leaf_4170,test
1648,leaf_10035,test
1649,leaf_6641,test
1650,leaf_10552,test
1651,leaf_11163,test
1652,leaf_12907,test
1653,leaf_21665,test
1654,leaf_10457,test
1655,leaf_20086,test
1656,leaf_6579,test
1657,leaf_6427,test
1658,leaf_21046,test
1659,leaf_5485,test
1660,leaf_246,test
1661,leaf_6396,test
1662,leaf_6684,test
1663,leaf_21160,test
1664,leaf_20100,test
1665,leaf_12176,test
1666,leaf_19092,test
1667,leaf_1874,test
1668,leaf_9086,test
1669,leaf_22029,test
1670,leaf_21509,test
1671,leaf_4996,test
1672,leaf_12472,test
1673,leaf_19105,test
1674,leaf_72,test
1675,leaf_5998,test
1676,leaf_16939,test
1677,leaf_21071,test
1678,leaf_7852,test
1679,leaf_9456,test
1680,leaf_11321,test
1681,leaf_1069,test
1682,leaf_1197,test
1683,leaf_15486,test
1684,leaf_2702,test
1685,leaf_4791,test
1686,leaf_8088,test
1687,leaf_17265,test
1688,leaf_11165,test
1689,leaf_12810,test
1690,leaf_11746,test
1691,leaf_20164,test
1692,leaf_2810,test
1693,leaf_17764,test
1694,leaf_21974,test
1695,leaf_16586,test
1696,leaf_336,test
1697,leaf_22534,test
1698,leaf_4946,test
1699,leaf_14220,test
1700,leaf_16719,test
1701,leaf_8070,test
1702,leaf_17879,test
1703,leaf_1220,test
1704,leaf_22674,test
1705,leaf_22488,test
1706,leaf_1443,test
1707,leaf_884,test
1708,leaf_6086,test
1709,leaf_6832,test
1710,leaf_9831,test
1711,leaf_3642,test
1712,leaf_3926,test
1713,leaf_10006,test
1714,leaf_8240,test
1715,leaf_5082,test
1716,leaf_10667,test
1717,leaf_16972,test
1718,leaf_20403,test
1719,leaf_10727,test
1720,leaf_4693,test
1721,leaf_9440,test
1722,leaf_23005,test
1723,leaf_1726,test
1724,leaf_22742,test
1725,leaf_22475,test
1726,leaf_710,test
1727,leaf_7250,test
1728,leaf_9031,test
1729,leaf_2305,test
1730,leaf_19043,test
1731,leaf_6044,test
1732,leaf_57,test
1733,leaf_12050,test
1734,leaf_9105,test
1735,leaf_1954,test
1736,leaf_20246,test
1737,leaf_17193,test
1738,leaf_9413,test
1739,leaf_5959,test
1740,leaf_7400,test
1741,leaf_19358,test
1742,leaf_22445,test
1743,leaf_10905,test
1744,leaf_2466,test
1745,leaf_21324,test
1746,leaf_3330,test
1747,leaf_16912,test
1748,leaf_4266,test
1749,leaf_18722,test
1750,leaf_15907,test
1751,leaf_9343,test
1752,leaf_11022,test
1753,leaf_2229,test
1754,leaf_4624,test
1755,leaf_3479,test
1756,leaf_18911,test
1757,leaf_22990,test
1758,leaf_8745,test
1759,leaf_15938,test
1760,leaf_18692,test
1761,leaf_1152,test
1762,leaf_5024,test
1763,leaf_8106,test
1764,leaf_16013,test
1765,leaf_16515,test
1766,leaf_4936,test
1767,leaf_15308,test
1768,leaf_3569,test
1769,leaf_21935,test
1770,leaf_2639,test
1771,leaf_5902,test
1772,leaf_16513,test
1773,leaf_20693,test
1774,leaf_1916,test
1775,leaf_10852,test
1776,leaf_3664,test
1777,leaf_8310,test
1778,leaf_10704,test
1779,leaf_1567,test
1780,leaf_21727,test
1781,leaf_1533,test
1782,leaf_13876,test
1783,leaf_20434,test
1784,leaf_8725,test
1785,leaf_3753,test
1786,leaf_15090,test
1787,leaf_17909,test
1788,leaf_12202,test
1789,leaf_2243,test
1790,leaf_2539,test
1791,leaf_1894,test
1792,leaf_9505,test
1793,leaf_10624,test
1794,leaf_18588,test
1795,leaf_20358,test
1796,leaf_1719,test
1797,leaf_21209,test
1798,leaf_5591,test
1799,leaf_17759,test
1800,leaf_12357,test
1801,leaf_8469,test
1802,leaf_7846,test
1803,leaf_16349,test
1804,leaf_20064,test
1805,leaf_22097,test
1806,leaf_5200,test
1807,leaf_3072,test
1808,leaf_9241,test
1809,leaf_2380,test
1810,leaf_4178,test
1811,leaf_1173,test
1812,leaf_8205,test
1813,leaf_2430,test
1814,leaf_1545,test
1815,leaf_14217,test
1816,leaf_6595,test
1817,leaf_14554,test
1818,leaf_3584,test
1819,leaf_4745,test
1820,leaf_3660,test
1821,leaf_16712,test
1822,leaf_17831,test
1823,leaf_1231,test
1824,leaf_9906,test
1825,leaf_20411,test
1826,leaf_15144,test
1827,leaf_6508,test
1828,leaf_1809,test
1829,leaf_8558,test
1830,leaf_16350,test
1831,leaf_2598,test
1832,leaf_8180,test
1833,leaf_17148,test
1834,leaf_9843,test
1835,leaf_21791,test
1836,leaf_5069,test
1837,leaf_12950,test
1838,leaf_20321,test
1839,leaf_14810,test
1840,leaf_22061,test
1841,leaf_13753,test
1842,leaf_21480,test
1843,leaf_8414,test
1844,leaf_5379,test
1845,leaf_17881,test
1846,leaf_21987,test
1847,leaf_19356,test
1848,leaf_15072,test
1849,leaf_19548,test
1850,leaf_5761,test
1851,leaf_17233,test
1852,leaf_22046,test
1853,leaf_22223,test
1854,leaf_21370,test
1855,leaf_12666,test
1856,leaf_11359,test
1857,leaf_14660,test
1858,leaf_7041,test
1859,leaf_10415,test
1860,leaf_18454,test
1861,leaf_12009,test
1862,leaf_18526,test
1863,leaf_11619,test
1864,leaf_8717,test
1865,leaf_5472,test
1866,leaf_2511,test
1867,leaf_17706,test
1868,leaf_10227,test
1869,leaf_21107,test
1870,leaf_13265,test
1871,leaf_4925,test
1872,leaf_3510,test
1873,leaf_6375,test
1874,leaf_7678,test
1875,leaf_10843,test
1876,leaf_9209,test
1877,leaf_8094,test
1878,leaf_2686,test
1879,leaf_16182,test
1880,leaf_16550,test
1881,leaf_17586,test
1882,leaf_3113,test
1883,leaf_6665,test
1884,leaf_19971,test
1885,leaf_22980,test
1886,leaf_15563,test
1887,leaf_22023,test
1888,leaf_13090,test
1889,leaf_21681,test
1890,leaf_7331,test
1891,leaf_13819,test
1892,leaf_22650,test
1893,leaf_16075,test
1894,leaf_7858,test
1895,leaf_13060,test
1896,leaf_6938,test
1897,leaf_18366,test
1898,leaf_3895,test
1899,leaf_8396,test
1900,leaf_22929,test
1901,leaf_514,test
1902,leaf_7519,test
1903,leaf_2971,test
1904,leaf_6398,test
1905,leaf_19196,test
1906,leaf_18519,test
1907,leaf_1950,test
1908,leaf_3429,test
1909,leaf_21316,test
1910,leaf_9872,test
1911,leaf_13278,test
1912,leaf_14872,test
1913,leaf_1603,test
1914,leaf_13117,test
1915,leaf_9578,test
1916,leaf_19230,test
1917,leaf_7617,test
1918,leaf_10016,test
1919,leaf_5689,test
1920,leaf_19378,test
1921,leaf_3032,test
1922,leaf_13715,test
1923,leaf_4158,test
1924,leaf_17242,test
1925,leaf_18470,test
1926,leaf_3125,test
1927,leaf_5225,test
1928,leaf_21132,test
1929,leaf_18348,test
1930,leaf_10021,test
1931,leaf_886,test
1932,leaf_13572,test
1933,leaf_21612,test
1934,leaf_7990,test
1935,leaf_9923,test
1936,leaf_904,test
1937,leaf_10744,test
1938,leaf_7646,test
1939,leaf_15168,test
1940,leaf_13340,test
1941,leaf_13305,test
1942,leaf_1261,test
1943,leaf_4794,test
1944,leaf_290,test
1945,leaf_8635,test
1946,leaf_4481,test
1947,leaf_15662,test
1948,leaf_20955,test
1949,leaf_4972,test
1950,leaf_9579,test
1951,leaf_14681,test
1952,leaf_7684,test
1953,leaf_467,test
1954,leaf_12847,test
1955,leaf_1051,test
1956,leaf_3020,test
1957,leaf_21221,test
1958,leaf_19730,test
1959,leaf_17534,test
1960,leaf_3994,test
1961,leaf_11492,test
1962,leaf_3506,test
1963,leaf_5023,test
1964,leaf_17370,test
1965,leaf_11190,test
1966,leaf_22872,test
1967,leaf_16659,test
1968,leaf_2134,test
1969,leaf_5098,test
1970,leaf_7456,test
1971,leaf_9902,test
1972,leaf_15099,test
1973,leaf_2924,test
1974,leaf_9632,test
1975,leaf_17037,test
1976,leaf_7101,test
1977,leaf_6027,test
1978,leaf_9316,test
1979,leaf_9024,test
1980,leaf_11873,test
1981,leaf_4167,test
1982,leaf_22252,test
1983,leaf_100,test
1984,leaf_8503,test
1985,leaf_13495,test
1986,leaf_694,test
1987,leaf_1245,test
1988,leaf_4728,test
1989,leaf_475,test
1990,leaf_10349,test
1991,leaf_12540,test
1992,leaf_18289,test
1993,leaf_21744,test
1994,leaf_11849,test
1995,leaf_12529,test
1996,leaf_19853,test
1997,leaf_8260,test
1998,leaf_9726,test
1999,leaf_10766,test
2000,leaf_12494,test
2001,leaf_13830,test
2002,leaf_23057,test
2003,leaf_8039,test
2004,leaf_1581,test
2005,leaf_10857,test
2006,leaf_19175,test
2007,leaf_8467,test
2008,leaf_13613,test
2009,leaf_22288,test
2010,leaf_1734,test
2011,leaf_13316,test
2012,leaf_4585,test
2013,leaf_10328,test
2014,leaf_3937,test
2015,leaf_11682,test
2016,leaf_21440,test
2017,leaf_15885,test
2018,leaf_21094,test
2019,leaf_360,test
2020,leaf_6972,test
2021,leaf_5099,test
2022,leaf_20236,test
2023,leaf_17604,test
2024,leaf_10357,test
2025,leaf_22745,test
2026,leaf_21495,test
2027,leaf_17849,test
2028,leaf_2625,test
2029,leaf_14950,test
2030,leaf_20349,test
2031,leaf_2563,test
2032,leaf_12184,test
2033,leaf_3362,test
2034,leaf_14716,test
2035,leaf_13774,test
2036,leaf_19341,test
2037,leaf_17418,test
2038,leaf_12635,test
2039,leaf_1326,test
2040,leaf_1360,test
2041,leaf_4899,test
2042,leaf_1108,test
2043,leaf_9826,test
2044,leaf_14202,test
2045,leaf_22595,test
2046,leaf_20436,test
2047,leaf_11292,test
2048,leaf_15752,test
2049,leaf_4239,test
2050,leaf_12749,test
2051,leaf_4482,test
2052,leaf_3847,test
2053,leaf_14627,test
2054,leaf_10292,test
2055,leaf_10377,test
2056,leaf_16406,test
2057,leaf_21702,test
2058,leaf_272,test
2059,leaf_19861,test
2060,leaf_6304,test
2061,leaf_13541,test
2062,leaf_19500,test
2063,leaf_15467,test
2064,leaf_21446,test
2065,leaf_1746,test
2066,leaf_21611,test
2067,leaf_3103,test
2068,leaf_7808,test
2069,leaf_18309,test
2070,leaf_3531,test
2071,leaf_9357,test
2072,leaf_5479,test
2073,leaf_22348,test
2074,leaf_3174,test
2075,leaf_4902,test
2076,leaf_4060,test
2077,leaf_6582,test
2078,leaf_21535,test
2079,leaf_10030,test
2080,leaf_4606,test
2081,leaf_19537,test
2082,leaf_21411,test
2083,leaf_16498,test
2084,leaf_19917,test
2085,leaf_21990,test
2086,leaf_10664,test
2087,leaf_10318,test
2088,leaf_13348,test
2089,leaf_2815,test
2090,leaf_10079,test
2091,leaf_22668,test
2092,leaf_5366,test
2093,leaf_7379,test
2094,leaf_2472,test
2095,leaf_19008,test
2096,leaf_20953,test
2097,leaf_4713,test
2098,leaf_9463,test
2099,leaf_6957,test
2100,leaf_17388,test
2101,leaf_671,test
2102,leaf_2345,test
2103,leaf_6585,test
2104,leaf_18015,test
2105,leaf_2640,test
2106,leaf_13545,test
2107,leaf_20776,test
2108,leaf_14892,test
2109,leaf_7616,test
2110,leaf_748,test
2111,leaf_17696,test
2112,leaf_3277,test
2113,leaf_16950,test
2114,leaf_16138,test
2115,leaf_15718,test
2116,leaf_8368,test
2117,leaf_20527,test
2118,leaf_14058,test
2119,leaf_4622,test
2120,leaf_14709,test
2121,leaf_22419,test
2122,leaf_4334,test
2123,leaf_3482,test
2124,leaf_20315,test
2125,leaf_20070,test
2126,leaf_20614,test
2127,leaf_7111,test
2128,leaf_15029,test
2129,leaf_14919,test
2130,leaf_14658,test
2131,leaf_12074,test
2132,leaf_9337,test
2133,leaf_11150,test
2134,leaf_14538,test
2135,leaf_14147,test
2136,leaf_5730,test
2137,leaf_12196,test
2138,leaf_830,test
2139,leaf_11661,test
2140,leaf_14772,test
2141,leaf_7696,test
2142,leaf_10473,test
2143,leaf_22786,test
2144,leaf_1845,test
2145,leaf_7007,test
2146,leaf_18652,test
2147,leaf_20415,test
2148,leaf_14522,test
2149,leaf_13580,test
2150,leaf_21599,test
2151,leaf_5193,test
2152,leaf_9492,test
2153,leaf_13915,test
2154,leaf_14916,test
2155,leaf_11339,test
2156,leaf_13436,test
2157,leaf_13999,test
2158,leaf_20963,test
2159,leaf_16367,test
2160,leaf_14369,test
2161,leaf_4025,test
2162,leaf_15696,test
2163,leaf_17451,test
2164,leaf_1322,test
2165,leaf_18268,test
2166,leaf_22993,test
2167,leaf_3773,test
2168,leaf_7668,test
2169,leaf_3296,test
2170,leaf_251,test
2171,leaf_760,test
2172,leaf_18625,test
2173,leaf_21901,test
2174,leaf_19374,test
2175,leaf_4231,test
2176,leaf_18954,test
2177,leaf_20718,test
2178,leaf_4494,test
2179,leaf_22986,test
2180,leaf_11062,test
2181,leaf_13333,test
2182,leaf_20564,test
2183,leaf_22315,test
2184,leaf_5354,test
2185,leaf_20530,test
2186,leaf_21190,test
2187,leaf_14227,test
2188,leaf_16630,test
2189,leaf_15341,test
2190,leaf_11027,test
2191,leaf_20566,test
2192,leaf_22147,test
2193,leaf_5465,test
2194,leaf_7475,test
2195,leaf_9643,test
2196,leaf_18966,test
2197,leaf_14337,test
2198,leaf_14718,test
2199,leaf_11063,test
2200,leaf_15254,test
2201,leaf_6772,test
2202,leaf_19907,test
2203,leaf_14447,test
2204,leaf_2074,test
2205,leaf_611,test
2206,leaf_11324,test
2207,leaf_13106,test
2208,leaf_20576,test
2209,leaf_1269,test
2210,leaf_9636,test
2211,leaf_5467,test
2212,leaf_2667,test
2213,leaf_19021,test
2214,leaf_7099,test
2215,leaf_15208,test
2216,leaf_14638,test
2217,leaf_20518,test
2218,leaf_21102,test
2219,leaf_13244,test
2220,leaf_12597,test
2221,leaf_6314,test
2222,leaf_17235,test
2223,leaf_20218,test
2224,leaf_20634,test
2225,leaf_696,test
2226,leaf_11823,test
2227,leaf_323,test
2228,leaf_2009,test
2229,leaf_932,test
2230,leaf_20277,test
2231,leaf_21774,test
2232,leaf_199,test
2233,leaf_11963,test
2234,leaf_3603,test
2235,leaf_5935,test
2236,leaf_19360,test
2237,leaf_21381,test
2238,leaf_19770,test
2239,leaf_8592,test
2240,leaf_13535,test
2241,leaf_12217,test
2242,leaf_954,test
2243,leaf_18981,test
2244,leaf_14228,test
2245,leaf_22886,test
